1,"feature 0",0.148758
2,"feature 5",0.116489
3,"feature 4",0.102027
4,"feature 1",0.101057
5,"feature 13",0.085355
6,"feature 12",0.070351
7,"feature 2",0.055624
8,"feature 3",0.048707
9,"feature 9",0.046822
10,"feature 8",0.046761
11,"feature 11",0.033260
12,"feature 10",0.023734
13,"feature 7",0.020109
14,"feature 6",0.019306
15,"feature 15",0.018005
16,"feature 19",0.013819
17,"feature 18",0.013803
18,"feature 14",0.012487
19,"feature 16",0.011847
20,"feature 17",0.011679
