0.07912265,614.0,0.0,2463.0,0.00050004,1402.0,0.0504994091164,1611.0,0.0006486512269249999,481.0,0.490645596131,1726.0,1.7284217609499999,1153.0,0.438332136213,1812.0,0.438332136213,1691.0,0.31122158815699996,1822.0
0.08606419,546.0,0.0,2463.0,0.00049188,1452.0,0.06775530617869999,1075.0,0.000468506422138,964.0,0.835651437102,1036.0,2.68958348476,501.0,1.98331047402,367.0,1.98331047402,290.0,5.841399314459999,63.0
0.02595453,1677.0,0.494737,665.5,0.00048797,1478.0,0.066082969575,1113.0,0.000458836487486,1018.0,0.919549680389,931.0,1.4974498570200003,1400.0,0.299329505058,2260.0,0.299329505058,2132.0,0.18974260826499997,2241.0
0.055911800000000005,1138.0,0.17863199999999999,837.0,0.00012833,3604.0,0.0171390062705,3633.0,0.00021686632867,3780.0,0.0227552838092,3847.0,1.44540801811,1470.0,1.01326995105,780.0,1.01326995105,679.0,0.723683904236,976.0
0.01166851,2899.0,0.890943,363.0,0.00049148,1459.0,0.0342966365588,2499.0,0.00040712474771099997,1436.0,1.9311284561000002,389.0,2.2945681460900005,675.0,0.647346190404,1315.0,0.647346190404,1201.0,0.354534008634,1695.0
0.1469977,357.0,0.6557609999999999,567.0,0.00096933,527.0,0.0612554518635,1239.0,0.00040523082348800003,1458.0,1.5264097063,512.0,2.60432698163,524.0,1.36279095143,524.0,1.36279095143,432.0,1.09668157991,621.0
0.04678082,1329.0,0.0,2463.0,0.0002,3365.0,0.013511243021299999,3780.0,0.000312954764513,2802.0,0.0771821147485,3481.0,1.1799289405700002,1876.0,0.276836199667,2348.0,0.276836199667,2220.0,0.0,3602.5
0.01808888,1974.0,0.0,2463.0,0.00573729,249.0,0.13813824427000002,479.0,0.0005058052191680001,771.0,3.98799243274,208.0,4.49431282555,247.0,0.220513178338,2604.0,0.220513178338,2474.0,0.213027938512,2144.0
0.0124486,2758.0,0.0,2463.0,0.00109027,487.0,0.045601214483199995,1839.0,0.00047152168388500004,949.0,0.533081008654,1617.0,1.0280343291,2204.0,0.0500154658371,3621.0,0.0500154658371,3472.0,0.616909181854,1118.0
0.03173083,1553.0,0.0,2463.0,9.996e-05,3806.5,0.0076275962872,3907.0,0.000274688412455,3366.0,0.379199061016,2047.0,1.09743191653,2045.0,0.08838387986369999,3363.0,0.08838387986369999,3218.0,0.843023124843,830.0
0.08330574,566.0,0.789225,461.0,0.00039488,2105.0,0.0787729137394,908.0,0.00041128983201900004,1397.0,1.09874633915,773.0,2.0062421050099997,884.0,0.554986776873,1518.0,0.554986776873,1400.0,0.658070523361,1054.0
